,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,score
246,N00001888,B,,D,D,C,B,,A,C,C,D,B,B,A,A,C,A,D,A,C,A,A,B,A,D,72
247,N00001889,B,A,D,D,B,B,D,A,C,C,D,B,A,B,A,C,B,D,C,C,B,A,B,D,D,85
248,N00001890,A,A,D,D,C,B,D,B,C,C,,A,,,A,C,B,D,B,C,A,A,B,D,D,68
249,N00001891,B,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,,D,92
250,N00001892,B,A,,B,C,B,C,A,C,C,D,B,A,,A,C,B,D,D,C,A,A,B,D,,73
251,N00001893,B,A,D,C,C,B,,A,C,C,D,B,B,B,A,C,,D,B,C,A,A,B,D,D,77
252,N00001894,C,A,D,D,C,,B,A,C,D,D,B,A,B,A,C,,D,A,C,A,A,,D,B,68
253,N00001895,B,A,D,D,C,B,D,A,D,C,,B,A,B,A,C,B,D,,C,A,A,A,D,D,82
254,N00001896,B,A,D,D,C,B,D,A,C,C,D,B,A,C,A,C,B,D,,C,A,A,A,D,D,86
255,N00001897,B,A,D,D,C,,D,A,C,C,D,B,A,C,A,C,,D,A,C,D,,B,D,D,78
256,N00001898,C,B,D,D,C,C,D,A,C,C,D,B,A,C,A,C,B,D,A,C,A,,B,D,D,76
257,N00001899,B,,D,D,C,,D,A,C,C,D,A,,B,A,C,B,,A,C,A,A,B,D,D,79
258,N00001900,D,,D,D,C,B,,A,C,C,D,B,A,B,C,C,B,D,A,C,A,A,B,D,D,82
259,N00001901,,A,D,D,C,B,D,A,C,C,D,,A,,B,C,B,D,A,C,A,A,B,D,D,83
260,N00001902,B,A,D,B,C,B,D,,C,A,D,B,D,B,A,,B,D,A,B,A,A,B,D,D,72
261,N00001903,B,A,D,D,,B,D,,C,C,D,C,A,B,A,C,B,D,A,C,A,A,B,D,B,82
262,N00001904,C,A,D,,C,B,D,A,C,C,D,B,A,B,A,,,D,A,C,D,A,B,D,D,78
263,N00001905,B,A,D,D,C,B,D,A,C,C,D,B,A,B,B,C,B,D,,C,A,A,B,D,,87
264,N00001906,,A,D,D,C,B,D,A,C,C,D,B,A,B,,,B,D,A,B,A,D,,D,D,74
265,N00001907,B,A,,D,C,B,D,,D,,D,B,C,B,C,C,B,D,A,C,C,A,,D,D,64
266,N00001908,B,B,D,B,C,B,D,A,C,,B,B,A,B,A,C,A,D,A,C,A,A,B,D,D,76
267,N00001909,B,A,C,D,C,B,D,A,C,C,D,A,A,B,C,C,C,D,A,A,A,A,B,D,D,75
268,N00001910,B,A,D,D,,B,D,,C,D,D,B,A,B,A,C,D,D,A,C,A,A,B,D,D,82
269,N00001911,B,A,D,D,C,,D,A,C,C,D,B,A,B,A,,B,D,A,C,A,A,B,D,D,92
270,N00001912,B,,D,D,C,B,D,A,C,,D,C,A,D,A,C,B,D,,C,A,B,,D,D,69
271,N00001913,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,,A,C,,A,,D,,84
272,N00001914,B,A,D,D,C,B,D,A,C,,,B,A,B,C,,B,D,A,C,A,,,,D,71
273,N00001915,B,A,D,D,C,B,D,D,C,C,C,B,A,D,A,C,B,D,,C,,A,B,D,D,77
274,N00001916,,A,D,D,C,B,D,A,C,,D,B,A,B,A,,B,D,A,C,A,A,B,D,D,88
275,N00001917,B,,D,D,C,B,D,A,C,,D,,A,B,A,B,B,D,A,,B,A,B,D,D,74
276,N00001918,D,A,D,D,C,B,A,A,C,A,C,,,B,A,C,A,D,A,A,A,A,B,D,D,62
277,N00001919,B,D,D,D,C,B,A,D,C,,D,B,C,B,A,,B,D,,C,C,A,B,D,D,63
278,N00001920,B,A,C,A,C,D,D,A,C,B,,B,A,B,A,C,,D,A,C,,A,A,D,D,63
279,N00001921,B,A,D,D,C,B,D,A,C,C,D,B,A,B,,,B,D,A,C,C,A,B,D,D,87
280,N00001922,B,A,C,D,C,B,A,A,C,C,D,B,B,B,A,C,D,D,A,C,A,B,B,D,D,75
281,N00001923,B,C,D,D,C,B,D,A,C,,D,B,A,A,A,C,B,D,A,C,A,A,B,,D,82
282,N00001924,B,A,D,D,C,,D,A,C,C,D,,A,B,A,C,,D,A,C,A,A,B,D,D,88
283,N00001925,B,A,D,C,,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,D,D,87
284,N00001926,,A,D,D,C,B,D,A,B,,D,A,A,B,C,C,B,B,C,C,D,A,B,D,D,62
285,N00001927,,A,D,D,C,B,D,A,C,C,D,B,,C,A,C,B,D,A,C,A,A,B,C,D,82
286,N00001928,B,C,A,C,C,B,D,A,B,C,D,B,C,D,A,C,B,D,,C,,A,B,D,D,62
287,N00001929,B,A,D,C,C,B,D,A,A,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,90
288,N00001930,B,,D,,C,B,D,A,C,,D,,A,D,A,B,,D,A,C,,A,B,D,,62
289,N00001931,B,A,B,D,,B,D,A,C,C,D,B,B,B,A,C,B,D,A,C,A,A,A,D,D,81
290,N00001932,B,A,,D,C,B,D,A,C,C,D,B,A,B,D,C,B,D,,C,A,A,B,,,79
291,N00001933,B,A,A,D,B,,D,C,C,C,D,,A,B,A,C,B,B,B,C,A,A,C,,D,58
292,N00001934,B,A,D,D,C,B,D,A,C,C,D,B,,B,A,C,B,D,C,C,A,A,B,B,D,86
293,N00001935,B,A,D,D,C,B,D,A,D,C,D,,A,B,A,C,,D,,C,A,A,B,D,D,83
294,N00001936,B,A,D,D,D,B,D,A,C,C,D,B,C,B,A,C,,,C,C,,A,,D,D,69
295,N00001937,B,A,D,D,,,D,A,B,C,D,,A,B,A,D,B,D,A,C,A,A,B,D,D,78
296,N00001938,B,A,D,A,C,B,D,A,C,C,,,A,B,A,A,B,D,A,C,A,A,B,D,D,82
297,N00001939,B,A,D,D,C,C,,A,C,C,D,B,A,B,A,D,B,A,A,,A,A,B,D,D,77
298,N00001940,A,B,A,D,C,B,D,A,C,C,,B,A,A,A,C,B,B,A,C,A,A,B,D,D,71
299,N00001941,B,A,C,D,C,,A,,C,C,C,B,A,B,A,C,B,D,A,C,A,A,B,D,D,77
