,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,score
246,N00000392,,A,D,D,C,,D,A,C,C,D,D,A,B,A,C,B,D,A,C,A,A,B,D,D,87
247,N00000393,B,,D,D,C,B,D,B,C,C,,B,A,B,A,C,B,D,,C,A,A,B,D,A,78
248,N00000394,B,D,D,D,C,B,D,A,C,C,D,B,A,B,B,C,B,D,A,C,A,A,B,D,D,90
249,N00000395,B,A,D,D,C,B,D,A,C,C,D,A,A,B,C,D,B,D,A,C,A,A,B,,D,81
250,N00000396,,A,D,D,C,B,D,,C,C,,B,A,B,B,D,B,B,A,C,B,A,B,D,,64
251,N00000397,B,,,D,B,D,D,A,C,C,D,B,A,B,A,C,D,D,A,A,A,,B,D,,64
252,N00000398,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,,B,D,A,C,A,A,B,,D,92
253,N00000399,B,D,D,,C,B,D,A,C,C,B,A,A,B,A,C,B,D,A,C,A,A,B,C,D,76
254,N00000400,B,,D,D,C,B,D,A,C,C,D,B,A,C,A,C,B,D,D,C,,D,B,D,D,77
255,N00000401,B,A,D,D,C,B,A,A,,C,,B,A,,A,C,B,,A,C,A,C,D,B,D,64
256,N00000402,D,D,A,D,C,B,A,A,C,C,A,,A,B,A,C,B,D,C,C,A,A,,D,D,62
257,N00000403,,,D,D,C,B,D,A,C,C,D,,A,B,,C,A,D,A,C,A,A,B,D,D,79
258,N00000404,B,A,D,D,C,B,D,A,,C,D,B,,A,A,C,D,D,,C,A,A,B,D,D,78
259,N00000405,B,C,D,D,C,B,A,C,C,C,D,B,C,B,A,,B,D,A,C,C,A,B,D,D,71
260,N00000406,C,B,D,D,C,B,D,A,C,C,D,B,,,A,,B,D,A,C,A,A,A,D,D,73
261,N00000407,B,A,D,D,A,A,D,A,C,C,D,B,A,,,B,B,C,B,C,C,A,C,D,D,57
262,N00000408,B,A,,C,C,B,D,A,C,C,D,C,A,B,A,C,A,D,B,C,A,A,B,C,D,71
263,N00000409,B,,D,D,C,B,D,A,C,D,D,B,A,B,A,C,D,C,A,C,A,A,B,D,D,81
264,N00000410,D,A,D,A,C,B,A,A,C,C,D,B,C,B,A,C,B,D,D,C,A,A,B,,D,71
265,N00000411,B,A,D,D,C,B,D,A,C,C,C,B,A,B,A,C,B,D,A,C,A,,C,D,D,86
266,N00000412,B,A,D,D,A,A,D,,C,C,D,B,,B,A,C,A,D,A,C,,B,,D,A,59
267,N00000413,B,C,D,D,C,B,D,A,B,C,D,B,A,,A,,C,D,A,,A,,B,D,D,69
268,N00000414,B,A,D,D,,,D,,B,C,D,B,A,C,A,C,B,D,,A,A,A,B,D,D,69
269,N00000415,B,A,D,D,A,B,D,C,,,D,B,A,B,A,C,B,D,,C,A,A,B,D,D,78
270,N00000416,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,,A,D,91
271,N00000417,B,A,,D,A,B,D,A,,C,D,B,,B,C,C,B,D,A,B,D,A,B,D,D,68
272,N00000418,B,A,D,D,C,C,D,A,C,C,D,B,A,D,A,C,B,D,C,C,A,,B,D,D,81
273,N00000419,B,A,D,D,C,B,,A,C,C,,B,A,B,A,C,,B,A,,A,A,B,D,D,79
274,N00000420,C,A,D,D,C,A,D,D,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,85
275,N00000421,,,D,D,C,B,D,A,C,,D,C,A,B,A,B,B,D,A,C,A,C,D,D,D,68
276,N00000422,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,A,A,B,D,D,95
277,N00000423,D,B,D,D,D,B,D,,C,C,D,B,A,B,A,C,B,B,D,,A,A,B,D,D,67
278,N00000424,B,A,D,D,C,B,D,A,C,A,D,B,A,B,A,C,B,B,A,C,,A,,D,,78
279,N00000425,B,A,D,D,A,,D,,,C,D,B,A,B,A,C,B,D,C,C,A,,B,D,,70
280,N00000426,,A,D,D,C,B,D,A,,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,92
281,N00000427,,A,D,D,C,D,B,B,B,C,D,B,A,,A,,B,D,A,C,A,A,B,D,A,63
282,N00000428,B,A,D,B,C,A,D,A,C,C,D,B,,,,C,B,,A,C,,A,B,C,D,65
283,N00000429,B,A,D,D,C,D,,A,C,D,,B,A,B,A,C,C,D,A,C,A,A,B,D,A,72
284,N00000430,B,A,D,C,C,A,D,A,C,,,B,A,B,A,C,,D,A,,A,B,A,,D,60
285,N00000431,B,A,D,D,A,B,D,A,C,A,D,B,,,A,C,B,D,A,C,A,A,B,D,D,82
286,N00000432,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,,,A,C,D,D,87
287,N00000433,B,A,D,D,C,B,D,A,C,,D,B,,D,A,C,B,D,A,C,A,A,B,D,D,87
288,N00000434,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,B,D,D,,86
289,N00000435,B,B,D,D,C,C,D,A,C,B,D,B,A,B,A,C,B,D,,C,A,A,B,D,D,81
290,N00000436,B,A,D,D,C,,D,A,C,C,,B,A,B,,C,B,D,,C,A,C,B,D,D,79
291,N00000437,B,A,,B,B,B,D,A,C,C,D,B,A,B,A,C,A,D,A,C,A,,B,D,C,72
292,N00000438,B,A,D,D,,B,D,A,C,C,D,B,A,B,A,C,B,B,A,C,A,A,B,D,D,91
293,N00000439,,,D,,C,B,D,A,C,A,,B,A,B,A,C,B,D,A,C,A,A,B,,D,75
294,N00000440,B,A,A,D,C,B,D,A,,A,D,B,D,D,A,C,B,D,A,C,C,A,B,D,D,71
295,N00000441,,A,D,D,C,B,D,A,,,D,B,A,B,A,C,B,,A,C,A,A,B,B,D,79
296,N00000442,B,A,D,D,C,,D,A,C,B,D,B,A,B,A,B,B,D,B,C,D,A,D,D,D,71
297,N00000443,B,A,D,D,B,B,D,A,C,C,D,B,C,C,A,C,B,D,A,C,A,A,,,D,77
298,N00000444,B,A,D,D,C,B,C,A,,,B,B,A,B,A,,B,D,A,C,A,A,B,D,D,78
299,N00000445,B,,D,D,C,B,D,D,C,C,D,B,,B,A,C,D,D,,C,A,A,D,D,D,73
300,N00000446,B,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,A,A,C,A,,A,D,D,82
301,N00000447,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,,D,,D,D,87
302,N00000448,B,A,D,D,B,B,A,A,C,C,D,B,A,B,,C,B,D,A,C,A,A,,B,D,77
303,N00000449,B,A,,D,C,B,D,D,C,C,D,B,B,B,A,,B,D,A,,,,D,D,D,65
304,N00000450,B,A,D,D,C,B,,A,C,C,D,C,C,B,A,C,B,D,A,C,A,A,B,D,D,86
305,N00000451,B,A,D,D,C,B,D,B,C,D,D,B,A,B,A,D,,D,A,C,A,A,B,A,D,76
306,N00000452,B,A,D,D,C,B,D,A,C,C,,B,A,,A,C,A,D,B,C,A,A,B,,C,73
307,N00000453,B,A,D,C,C,C,D,D,C,,D,B,A,B,A,C,D,C,A,C,A,A,B,D,D,71
308,N00000454,B,A,C,D,,B,B,A,,C,D,C,A,B,A,C,B,A,A,C,A,B,B,D,D,67
309,N00000455,C,A,D,D,C,B,D,D,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,90
310,N00000456,B,D,D,D,C,D,D,,C,C,D,B,A,B,A,C,B,D,C,C,,A,B,D,,73
311,N00000457,B,A,D,D,C,,D,A,,C,D,B,A,B,A,C,B,,A,C,A,A,B,,D,84
312,N00000458,B,A,A,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,B,C,A,A,B,D,D,90
313,N00000459,B,A,D,,C,B,D,A,C,C,D,B,,B,A,C,B,,A,C,,A,B,D,B,79
314,N00000460,B,A,B,D,C,B,C,A,C,,A,,A,B,A,,B,B,A,C,C,A,B,D,D,63
315,N00000461,B,A,D,C,,,D,A,C,C,D,,B,B,A,,B,D,D,C,A,A,B,D,C,64
316,N00000462,B,A,D,,C,B,D,A,C,C,D,B,B,B,C,C,B,D,A,C,C,A,B,,D,77
317,N00000463,B,,A,,C,B,D,A,C,C,D,,A,B,A,C,B,D,A,A,A,A,B,D,C,73
318,N00000464,B,A,D,D,C,B,D,A,C,C,D,B,A,C,C,C,B,D,A,C,A,A,B,D,D,90
319,N00000465,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,B,D,95
320,N00000466,B,A,,,A,B,D,,C,C,D,B,B,B,A,C,B,D,A,C,A,B,B,D,D,73
321,N00000467,,A,D,D,C,,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,D,,84
322,N00000468,C,,D,D,C,B,,B,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,82
323,N00000469,B,A,D,D,C,B,D,D,C,C,D,B,A,B,A,C,D,D,C,C,A,A,B,D,D,85
324,N00000470,B,A,D,D,C,B,D,C,C,C,D,B,D,B,D,,B,D,A,,,,,D,,61
325,N00000471,B,,,D,,B,D,D,,C,D,B,A,A,A,C,B,D,A,C,A,A,A,D,B,64
326,N00000472,B,A,D,D,C,B,,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,D,D,92
327,N00000473,B,A,,D,C,B,C,A,C,C,D,B,,B,A,C,A,,A,C,A,,B,D,A,69
328,N00000474,,A,D,,A,B,D,A,C,B,D,A,A,B,A,C,B,D,A,C,A,,B,D,D,73
329,N00000475,B,A,,D,C,C,D,A,C,B,D,B,,B,A,C,B,D,A,D,A,A,B,D,D,77
330,N00000476,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,B,,D,92
331,N00000477,A,A,,D,C,,D,A,C,C,D,B,B,B,C,C,,D,A,C,A,A,B,D,C,68
332,N00000478,B,,D,D,B,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,91
333,N00000479,C,A,D,D,,B,D,A,C,C,D,B,A,B,A,C,B,D,B,C,A,A,B,D,D,86
334,N00000480,C,,,C,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,82
335,N00000481,B,A,D,D,C,B,D,D,C,C,D,B,A,B,A,C,B,D,A,C,D,A,B,D,D,90
336,N00000482,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,,C,A,A,,D,D,92
337,N00000483,B,A,D,D,C,B,D,A,A,C,B,B,,B,A,C,B,D,,C,A,A,A,D,D,77
338,N00000484,B,A,D,D,C,B,D,,,C,D,,,B,A,C,D,D,A,C,A,A,A,D,,70
339,N00000485,,A,,A,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,C,82
340,N00000486,B,A,D,D,C,B,D,,D,C,D,B,D,B,B,D,B,D,,,A,A,B,B,D,63
341,N00000487,B,A,D,D,C,B,D,A,C,C,A,A,A,B,A,C,,D,B,C,A,A,,B,D,72
342,N00000488,B,A,B,D,C,B,D,A,C,C,A,B,A,,A,B,B,D,A,C,A,A,B,C,,72
343,N00000489,B,D,,D,C,,D,,B,C,D,B,A,B,B,C,C,A,D,C,A,D,B,D,D,53
344,N00000490,B,A,,D,C,B,D,A,C,C,D,,A,B,A,C,D,C,A,,D,A,B,D,D,73
345,N00000491,B,A,A,C,C,B,D,B,B,C,D,B,,C,A,C,B,D,B,B,,A,B,D,D,57
346,N00000492,A,A,D,D,B,B,D,D,C,C,D,B,A,B,A,C,B,D,A,C,A,A,,,D,77
347,N00000493,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,A,D,C,D,A,A,B,D,D,85
348,N00000494,C,A,B,B,,,D,A,D,C,D,B,A,B,A,C,B,D,,C,A,A,D,D,D,63
349,N00000495,B,A,C,D,C,B,,,A,C,D,B,,B,A,C,B,D,A,C,A,A,,D,D,74
350,N00000496,B,,D,D,C,B,D,C,C,C,D,B,A,B,A,C,C,D,,B,A,A,B,C,D,72
351,N00000497,B,A,D,D,C,B,D,A,C,,B,B,A,B,A,C,B,D,A,C,A,A,B,D,D,91
352,N00000498,B,A,D,D,C,B,D,A,,C,D,B,C,B,A,A,B,D,A,C,A,A,B,D,A,81
353,N00000499,C,A,D,C,C,B,D,,C,C,D,B,D,B,D,C,B,D,A,,A,A,B,C,D,67
354,N00000500,B,A,D,D,C,B,D,,C,C,D,B,A,B,A,C,B,C,A,C,A,A,B,D,D,91
355,N00000501,B,A,D,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,,A,A,B,D,D,92
356,N00000502,B,A,C,C,B,B,D,A,C,C,,B,,B,A,B,A,B,,C,B,A,B,D,D,53
357,N00000503,B,A,D,D,C,B,D,A,C,C,D,,A,B,A,,,D,A,D,A,A,B,D,,79
358,N00000504,B,A,D,,A,,B,A,C,A,D,B,A,D,A,C,A,C,A,C,C,A,B,D,D,57
359,N00000505,C,A,D,D,C,B,D,A,D,C,D,B,A,B,C,C,B,D,A,C,A,A,B,D,,81
360,N00000506,B,A,B,D,C,B,D,A,C,C,,B,A,,A,A,B,D,,C,A,A,B,,A,69
361,N00000507,B,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,B,,D,D,87
362,N00000508,B,A,D,D,C,,D,A,A,C,B,B,A,B,A,C,B,D,A,C,,A,B,D,D,82
363,N00000509,B,A,D,D,C,B,,A,C,,D,D,,D,B,C,B,D,,,A,A,B,D,D,65
364,N00000510,B,D,D,D,C,B,D,A,C,C,C,B,A,B,,C,B,,B,C,A,A,B,C,D,72
365,N00000511,B,A,D,D,C,B,D,A,C,C,A,B,,A,C,C,B,D,C,C,A,A,D,,D,67
366,N00000512,B,A,D,D,C,B,D,A,C,C,A,B,A,B,A,C,B,D,,D,A,B,B,D,A,76
367,N00000513,B,A,,D,C,B,A,A,A,C,D,D,A,B,A,C,B,D,A,,B,A,,D,D,68
368,N00000514,B,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,D,A,,B,D,D,87
369,N00000515,,A,D,C,C,B,D,D,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,86
370,N00000516,B,A,D,D,C,D,D,A,C,C,D,B,,B,A,C,B,D,A,C,A,A,B,D,D,91
371,N00000517,B,A,D,D,C,B,,A,C,B,,B,A,B,A,C,,D,A,C,A,A,B,D,D,83
372,N00000518,,A,D,D,,B,D,A,D,,D,B,A,B,C,,B,D,,B,C,A,B,D,D,60
373,N00000519,C,A,,D,C,,A,A,,C,D,B,A,B,D,C,B,D,B,D,C,A,B,D,D,58
374,N00000520,B,A,D,D,C,B,D,A,D,C,D,B,A,,A,C,B,,A,D,A,A,,D,,74
375,N00000521,B,A,D,D,C,B,D,C,,D,D,B,A,D,A,C,B,D,A,C,A,A,B,D,D,81
376,N00000522,B,,D,D,C,B,D,A,C,D,D,B,A,B,A,B,B,D,A,C,A,D,B,B,,72
377,N00000523,,A,,D,C,B,C,A,C,,D,B,A,,A,C,B,D,A,A,A,A,B,D,D,74
378,N00000524,B,,A,D,C,B,D,A,,C,D,B,A,,,C,B,D,A,C,A,A,D,D,,70
379,N00000525,B,A,D,D,C,B,D,A,C,C,D,,A,C,D,C,B,D,A,C,A,A,B,,B,77
380,N00000526,B,B,D,D,B,A,D,C,,C,D,B,A,B,A,C,B,D,A,C,B,A,B,D,D,71
381,N00000527,B,B,D,,C,B,D,A,C,C,D,B,B,B,A,C,B,D,A,C,A,A,B,D,D,86
382,N00000528,B,D,D,,C,D,D,D,C,C,D,B,A,B,,C,B,D,A,C,A,A,B,D,,73
383,N00000529,B,A,B,D,C,B,,A,C,C,D,A,,B,A,,B,D,A,C,A,A,D,D,D,73
384,N00000530,B,A,D,D,C,B,,A,D,C,C,B,,B,D,C,B,D,C,D,A,A,B,D,B,62
385,N00000531,B,A,C,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,C,B,D,D,86
386,N00000532,B,A,,D,C,B,D,A,C,C,D,B,C,D,A,C,B,D,A,,A,D,B,D,D,77
387,N00000533,B,A,D,D,C,B,D,A,D,C,,B,A,B,A,C,B,D,,C,,A,A,D,D,78
388,N00000534,B,A,D,D,C,B,D,B,C,,D,B,A,B,A,,B,D,A,C,A,A,B,D,D,87
389,N00000535,B,C,D,D,C,B,D,,C,C,D,B,A,C,A,C,B,A,,C,A,A,B,D,D,77
390,N00000536,B,A,D,D,D,,D,A,C,C,D,D,A,B,A,B,B,D,A,C,A,,B,,D,73
391,N00000537,B,A,B,B,C,D,D,C,C,C,D,,,B,A,C,,,A,C,A,A,B,D,D,64
392,N00000538,B,A,D,D,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,,A,A,A,D,D,87
393,N00000539,B,A,D,D,C,B,D,A,,C,D,B,A,,A,C,B,D,,C,A,A,B,D,D,88
394,N00000540,B,A,D,D,A,B,D,,,C,D,B,A,B,A,D,B,,A,C,A,A,B,D,D,78
395,N00000541,B,A,D,,B,B,D,A,C,C,D,B,A,B,A,C,B,,,C,A,A,B,A,B,73
396,N00000542,B,A,D,D,C,B,D,B,,C,D,B,A,B,,C,B,,A,C,A,A,B,D,A,78
397,N00000543,B,C,D,D,C,C,C,A,C,A,D,D,D,B,,C,B,D,A,,B,A,B,D,D,57
398,N00000544,B,A,,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,B,D,87
399,N00000545,B,A,D,D,C,D,D,A,A,C,D,B,A,B,A,A,B,D,A,C,A,A,,D,D,81
400,N00000546,B,A,D,D,C,B,D,A,C,C,D,,A,B,A,D,B,D,A,C,A,,B,D,D,87
401,N00000547,C,A,A,D,C,B,D,B,C,C,D,B,A,B,A,C,,C,A,C,,A,,D,D,68
402,N00000548,D,A,D,D,C,B,D,A,C,C,,B,A,B,A,C,B,A,A,C,,A,B,D,D,82
403,N00000549,B,A,D,D,C,B,D,A,A,C,D,B,A,B,A,,B,D,A,B,A,A,B,D,D,86
404,N00000550,B,B,D,D,C,,D,A,C,D,D,,D,B,,C,B,D,D,C,A,A,,D,D,64
405,N00000551,B,A,D,D,A,B,,A,C,C,D,B,,B,A,C,B,D,A,C,A,A,B,D,,83
406,N00000552,B,A,D,D,,B,D,,A,C,D,,,B,A,C,B,D,A,C,A,A,B,,D,75
407,N00000553,B,A,D,A,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,,D,C,86
408,N00000554,B,A,A,D,,B,D,A,C,C,D,B,,B,A,C,B,D,A,A,A,A,B,A,D,77
409,N00000555,,A,D,,C,,D,C,C,B,C,B,D,B,B,C,B,D,A,C,A,A,B,D,D,63
410,N00000556,B,A,,A,,B,D,A,C,C,,B,A,B,A,C,B,A,A,C,A,A,B,B,D,73
411,N00000557,B,D,D,D,C,D,D,A,,C,A,B,A,B,C,,B,,C,D,,,B,D,D,50
412,N00000558,B,A,D,A,C,B,D,A,C,C,D,D,,B,A,B,B,,A,C,D,A,B,D,,68
413,N00000559,B,A,D,D,,B,D,A,C,C,D,B,A,B,A,,,B,A,C,C,A,B,D,D,78
414,N00000560,D,D,D,D,C,D,D,A,D,C,D,B,A,B,A,C,B,D,,C,,A,A,D,D,67
415,N00000561,B,C,D,B,C,C,D,A,C,C,B,B,,B,A,D,B,D,,C,A,A,B,D,A,62
416,N00000562,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,100
417,N00000563,B,A,D,D,D,C,,A,C,C,,B,A,B,A,,,C,A,,A,,B,D,D,61
418,N00000564,B,A,D,D,,D,D,,C,C,D,,A,B,A,C,B,,A,C,A,A,B,D,,75
419,N00000565,B,A,D,A,C,B,D,A,C,C,D,B,A,B,A,,B,D,B,B,,A,B,D,D,77
420,N00000566,B,A,D,B,,B,D,A,C,C,,B,A,B,A,C,B,D,A,C,,C,B,D,D,78
421,N00000567,,A,,C,C,B,D,A,B,C,D,B,,,A,C,B,,A,A,A,A,B,,D,61
422,N00000568,B,A,,D,C,B,D,A,B,C,B,D,A,,,C,B,D,A,C,A,A,B,,D,69
423,N00000569,B,A,D,D,D,B,,B,C,C,D,B,A,,A,C,B,D,C,,A,A,B,,D,69
424,N00000570,,A,,B,C,D,D,A,A,C,D,B,A,,A,C,B,D,C,C,A,,B,D,D,64
425,N00000571,,,D,D,C,B,C,,D,C,,,,B,A,B,B,D,A,C,,A,B,D,D,57
426,N00000572,A,,D,D,C,B,D,A,C,C,D,B,A,B,A,,,D,A,C,A,C,B,D,D,78
427,N00000573,B,A,,,C,,,C,C,C,D,B,A,B,A,C,B,,A,C,C,,B,C,,57
428,N00000574,B,A,D,A,C,B,,A,,,D,B,A,B,A,C,A,D,C,C,,A,B,D,D,69
429,N00000575,B,A,D,,C,D,D,A,C,C,D,B,A,B,A,C,B,A,A,,A,A,B,B,D,77
430,N00000576,B,A,,,,B,D,A,,C,D,B,A,B,A,,,D,A,C,A,A,B,,D,72
431,N00000577,,C,D,D,C,B,D,,A,C,,,A,,A,C,B,D,C,C,A,A,B,D,C,60
432,N00000578,B,A,C,D,C,,,A,C,C,D,B,A,,A,C,B,C,B,C,A,,B,D,D,69
433,N00000579,,A,D,D,,,D,A,C,C,D,B,,A,A,C,B,C,,C,C,A,B,D,D,65
434,N00000580,B,A,D,,,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,,A,B,D,D,88
435,N00000581,,,D,D,,B,D,A,A,,D,C,A,B,A,C,,D,A,,A,A,A,D,,57
436,N00000582,D,A,D,D,C,,D,,C,C,D,B,A,B,,C,B,D,A,C,A,A,B,D,D,83
437,N00000583,B,,C,D,C,B,D,A,C,C,D,C,A,B,A,C,B,D,A,C,A,A,,A,D,77
438,N00000584,B,A,D,B,C,B,D,A,C,C,D,B,,B,A,C,B,A,A,C,,B,C,D,A,67
439,N00000585,D,A,,D,C,B,D,A,C,C,,B,A,B,A,C,B,B,A,C,A,A,B,C,D,77
440,N00000586,B,A,C,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,91
441,N00000587,B,A,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,D,B,95
442,N00000588,B,A,B,D,C,B,D,A,D,C,D,B,A,B,A,C,B,D,A,C,A,A,B,B,D,85
443,N00000589,B,A,D,D,C,,,A,,C,D,B,A,B,A,C,B,D,A,D,C,A,B,D,,74
444,N00000590,B,A,D,,C,B,D,A,C,C,D,B,A,B,,C,B,D,A,C,,A,B,D,D,88
445,N00000591,B,A,,D,C,B,D,A,C,B,D,B,A,,,C,B,D,A,A,A,A,B,,D,74
446,N00000592,B,A,D,,A,B,,A,C,C,D,B,B,B,A,D,B,D,B,,A,A,B,D,D,68
447,N00000593,B,C,D,D,,B,D,A,,C,D,B,A,B,A,C,,D,A,C,A,A,A,B,D,73
448,N00000594,B,A,,B,C,B,D,A,,C,D,B,A,B,A,,B,D,C,D,A,A,B,D,D,73
449,N00000595,B,A,D,D,C,,D,A,C,C,,B,,B,A,C,B,D,A,C,A,,C,D,A,74
450,N00000596,B,A,D,D,C,B,D,,C,C,D,A,A,B,,C,B,D,A,C,,A,B,D,,79
451,N00000597,B,A,D,D,C,B,,A,C,C,D,C,,C,A,C,B,D,A,C,C,A,B,D,,73
452,N00000598,B,A,D,,,B,D,A,A,C,D,B,C,B,A,,B,D,A,C,A,A,A,D,D,73
453,N00000599,B,C,D,D,C,B,D,A,C,C,D,D,,B,A,C,B,D,A,C,B,A,B,D,D,81
454,N00000600,B,,D,D,C,B,D,A,C,D,D,B,A,B,,C,B,D,A,C,A,A,B,D,D,87
455,N00000601,C,D,D,D,C,B,D,,B,,D,B,A,B,A,D,B,,A,C,A,D,B,D,D,63
456,N00000602,B,,D,D,C,B,D,A,C,C,D,B,A,B,C,C,B,D,A,C,A,A,B,D,D,91
457,N00000603,B,A,D,D,C,B,D,A,C,C,D,C,A,B,,C,,D,B,C,A,A,B,,,74
458,N00000604,B,A,D,,C,B,D,A,C,C,D,B,A,B,A,C,B,D,A,C,A,A,B,,,88
459,N00000605,C,A,D,D,C,B,D,A,C,C,,B,A,B,A,C,B,C,A,C,A,A,B,D,,82
460,N00000606,B,D,D,D,C,A,D,D,C,C,D,C,A,B,A,C,,D,,C,,A,B,D,,64
461,N00000607,D,A,D,A,B,B,D,A,,B,D,A,B,B,A,B,B,D,B,C,,A,B,D,D,52
462,N00000608,B,A,D,D,C,B,D,,C,,D,C,A,B,A,C,B,D,A,C,C,A,B,D,,78
463,N00000609,D,A,D,D,C,B,D,A,C,A,D,B,A,B,A,,B,D,A,C,A,A,,D,D,82
464,N00000610,B,A,D,D,C,D,D,A,C,C,D,,A,B,A,,D,D,A,C,C,,B,D,,69
465,N00000611,B,A,D,D,C,,A,A,A,,D,,A,B,A,D,B,D,A,C,A,A,B,D,D,73
466,N00000612,B,A,D,D,C,C,D,A,C,,D,B,C,B,C,,B,D,A,C,A,A,B,D,D,77
467,N00000613,B,A,D,D,A,B,D,A,C,C,D,B,A,B,A,C,D,D,A,C,,A,B,,,78
468,N00000614,B,A,D,D,B,B,D,A,C,C,D,B,A,B,,C,B,D,A,C,A,A,A,A,D,81
469,N00000615,B,A,D,D,C,D,D,A,C,C,,B,A,B,A,C,C,D,A,C,,A,A,D,D,77
470,N00000617,B,,D,D,C,B,D,A,C,C,D,B,A,B,A,C,B,A,A,C,D,,B,D,A,77
471,N00000618,B,,D,D,C,B,D,A,C,C,D,B,A,A,A,C,B,D,A,C,A,A,B,D,D,91
472,N00000619,,C,D,D,C,B,D,,,C,D,B,A,A,A,C,B,D,A,C,A,A,,D,B,69
473,N00000620,B,,D,,,B,D,D,C,C,D,C,A,B,A,C,C,D,A,,D,,B,B,D,55
474,N00000621,B,A,D,C,C,B,D,A,C,C,D,B,B,B,A,C,B,,A,C,A,D,B,D,D,81
475,N00000622,B,A,D,,C,B,,A,C,C,D,B,A,B,A,C,,D,A,C,A,A,B,D,D,88
476,N00000624,,A,,D,C,B,D,A,C,C,D,B,A,B,A,C,B,A,A,A,A,A,B,D,D,82
477,N00000625,B,A,D,D,C,C,D,A,C,,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,91
478,N00000626,B,A,D,D,D,B,D,A,C,C,D,B,A,,A,C,B,D,A,D,A,A,B,D,D,86
479,N00000627,B,A,D,D,C,B,D,A,B,C,D,B,D,B,B,C,B,D,,C,A,A,B,D,D,81
480,N00000628,B,A,B,,C,B,D,D,C,C,D,B,A,,A,,B,D,,A,,A,B,D,D,65
481,N00000629,B,A,D,,C,B,D,A,A,,D,B,A,B,A,C,B,,A,C,A,A,B,D,D,83
482,N00000630,B,A,D,B,C,B,D,A,D,B,D,B,A,B,A,C,B,C,A,C,A,A,B,,D,76
483,N00000631,,A,D,D,A,B,D,A,D,C,D,B,A,B,A,C,B,,A,C,,A,B,D,D,78
484,N00000632,B,A,B,A,A,C,D,A,,C,C,B,A,B,A,C,B,D,A,C,A,A,,C,,58
485,N00000633,B,A,A,D,C,B,D,A,C,C,D,,,B,A,C,D,D,A,C,A,A,B,D,D,82
486,N00000634,B,A,,D,C,B,D,A,C,C,D,B,,B,A,C,B,D,D,C,A,A,B,D,,83
487,N00000635,B,A,,D,D,B,D,A,C,C,D,A,A,B,A,C,B,D,A,C,C,B,B,D,D,76
488,N00000636,B,,,D,C,D,D,A,,C,D,B,A,B,B,,C,B,A,D,A,A,D,B,D,49
489,N00000639,B,A,C,D,C,B,C,,,C,D,B,A,B,A,A,B,D,A,C,A,A,B,D,D,77
490,N00000640,B,A,,C,,B,D,A,B,A,D,B,A,B,A,C,B,D,A,C,A,A,B,D,D,77
